,GLD,GLD % Change,VNQ,VNQ % Change,USO,USO % Change,KO,KO % Change,TSLA,TSLA % Change,AAPL,AAPL % Change,AGG,AGG % Change,JNK,JNK % Change,50 MA,200 MA,Min Vol % Change By Weights,1 YR,5 YR,30 YR,Signal
40,177.71,-0.002749719416386,81.25,0.0139772869087733,62.52,0.0016020506247997,61.85,0.0106209150326797,264.61,0.0314168778015981,187.0,0.0017141632740518,97.97,-0.0029513535518014,91.18,0.003080308030803,0.0026161358701945,1.152515327507732,1.159432454115214,5.29,4.03,3.88,1.0
41,179.49,0.0100163187215125,82.43,0.014523076923077,65.04,0.0403071017274472,61.43,-0.0067906224737267,259.46,-0.0194626053437134,183.96,-0.0162566844919785,98.48,0.005205675206696,91.45,0.0029611756964245,0.002177095071254,1.152515327507732,1.159432454115214,5.25,3.95,3.81,1.0
42,179.75,0.0014485486656636,82.93,0.0060657527599174,63.92,-0.0172201722017221,61.26,-0.0027673775028488,274.45,0.0577738379711709,185.01,0.0057077625570776,98.32,-0.0016246953696182,91.67,0.0024056861673045,0.0022434110667618,1.152515327507732,1.159432454115214,5.24,3.96,3.83,1.0
43,181.63,0.0104589707927678,83.92,0.0119377788496322,64.35,0.0067271589486856,61.67,0.0066927848514528,260.54,-0.0506831845509199,185.02,5.40511323712245e-05,98.14,-0.0018307567127745,91.91,0.002618086615032,0.0016831498982461,1.152515327507732,1.159432454115214,5.24,3.99,3.86,1.0
44,181.91,0.0015415955513957,83.98,0.0007149666348904,63.41,-0.0146076146076146,61.23,-0.0071347494730015,255.9,-0.0178091655791817,186.01,0.0053507728894173,98.45,0.0031587528021195,92.16,0.0027200522250028,-0.0002439075124139,1.152515327507732,1.159432454115214,5.21,3.91,3.85,0.0
45,180.64,-0.0069814743554506,83.54,-0.0052393427006429,61.83,-0.0249172054880932,60.86,-0.0060427894822798,256.79,0.0034779210629152,183.95,-0.0110746734046556,97.77,-0.0069070594210259,91.74,-0.0045572916666667,-0.0059106216471304,1.152515327507732,1.159432454115214,5.27,4.06,3.9,0.0
46,180.54,-0.0005535872453498,83.23,-0.0037107972228872,62.14,0.0050137473718259,60.45,-0.006736772921459,258.71,0.0074769266715992,183.31,-0.0034792063060613,97.68,-0.0009205277692542,91.67,-0.000763025942882,-0.0016812261079932,1.152515327507732,1.159432454115214,5.26,4.01,3.94,0.0
47,181.88,0.0074221779107124,82.7,-0.0063678961912772,60.24,-0.0305761184422271,60.21,-0.003970223325062,249.83,-0.0343241467279964,183.84,0.0028912770716273,98.14,0.0047092547092546,91.54,-0.001418130249809,0.0006433611868135,1.152515327507732,1.159432454115214,5.18,3.89,3.87,1.0
48,182.04,0.0008797009016934,82.68,-0.000241837968561,62.93,0.0446547144754316,60.47,0.0043182195648563,244.4,-0.0217347796501621,180.96,-0.0156657963446474,97.97,-0.0017322192785815,91.6,0.0006554511688878,-0.0004212924987346,1.152515327507732,1.159432454115214,5.17,3.92,3.89,0.0
49,182.53,0.0026917161063502,83.16,0.0058055152394773,63.46,0.0084220562529795,60.37,-0.0016537125847527,234.86,-0.0390343698854336,180.57,-0.0021551724137931,98.2,0.0023476574461569,91.59,-0.0001091703056768,-0.0006297793651398,1.023134606858993,1.159432454115214,5.12,3.87,3.89,0.0
50,180.15,-0.0130389525009587,83.68,0.0062530062530063,64.71,0.0196974472108413,60.22,-0.0024846778201093,224.57,-0.0438133356041897,177.82,-0.0152295508666998,97.68,-0.005295315682281,91.0,-0.0064417512828911,-0.0084026638294406,1.023419131829291,1.159432454115214,5.16,3.93,3.95,0.0
51,182.34,0.0121565362198168,82.17,-0.0180449330783939,63.79,-0.0142172770823674,60.31,0.0014945200929923,221.31,-0.0145166317851894,179.21,0.0078168934877966,98.2,0.0053235053235052,91.47,0.0051648351648352,0.0051826170804458,1.02383429267909,1.159432454115214,5.2,3.85,3.87,1.0
52,182.14,-0.0010968520346605,81.39,-0.0094925155166118,64.03,0.0037623451951716,60.75,0.0072956391974796,217.61,-0.0167186299760516,179.58,0.0020646169298588,98.08,-0.0012219959266802,91.27,-0.0021865092380015,-0.0002921331459605,1.024190961908524,1.159432454115214,5.17,3.82,3.89,0.0
53,181.05,-0.0059844075985504,81.96,0.007003317360855,64.15,0.0018741215055444,61.16,0.0067489711934156,213.8,-0.0175083865631174,180.95,0.0076289119055572,98.09,0.0001019575856444,91.38,0.0012052152952777,-0.0003230617388243,1.024459821656587,1.159432454115214,5.22,3.84,3.88,0.0
54,183.76,0.0149682408174536,80.01,-0.0237920937042458,62.55,-0.0249415432579892,60.0,-0.0189666448659253,207.52,-0.0293732460243217,180.09,-0.0047526941143961,98.61,0.0053012539504535,90.92,-0.0050339242722695,-0.0011774538756801,1.0246065440195062,1.159432454115214,5.11,3.7,3.84,0.0
55,182.32,-0.0078363082281236,80.0,-0.0001249843769529,60.63,-0.0306954436450838,59.66,-0.0056666666666667,203.93,-0.0172995373939861,177.25,-0.015769892831362,98.57,-0.0004056383733901,90.84,-0.0008798944126704,-0.0042026760169191,1.0246217937137727,1.159432454115214,5.18,3.74,3.85,0.0
56,182.04,-0.0015357612988152,79.6,-0.0050000000000001,62.3,0.0275441200725712,59.78,0.0020113979215554,201.16,-0.0135830922375325,177.3,0.0002820874471085,98.22,-0.0035507760982043,91.16,0.0035226772346983,-0.0009041655539652,1.024600890492816,1.159432454115214,5.22,3.81,3.9,0.0
57,180.92,-0.006152493957372,79.3,-0.0037688442211054,64.8,0.0401284109149278,60.26,0.0080294412847106,193.16,-0.0397693378405249,175.43,-0.0105470953186689,97.57,-0.0066177967827326,90.78,-0.0041684949539271,-0.0044460439639041,1.0244425084455269,1.159432454115214,5.25,3.92,3.96,0.0
58,180.2,-0.003979659518019,78.4,-0.0113493064312735,64.09,-0.0109567901234567,60.41,0.0024892134085627,184.47,-0.0449886104783598,172.99,-0.0139086815253947,97.49,-0.0008199241570154,90.21,-0.0062789160608064,-0.0040296809424338,1.0241664231937937,1.159432454115214,5.24,3.9,4.01,0.0
59,181.95,0.0097114317425082,78.41,0.0001275510204079,65.66,0.024496801373069,60.88,0.0077801688462175,182.9,-0.0085108689759851,171.84,-0.0066477831088502,97.85,0.0036926864293773,90.3,0.000997672098437,0.0047136627767534,1.0239537353554644,1.159432454115214,5.12,3.75,3.97,1.0
60,183.43,0.0081341027754877,80.13,0.0219359775538834,64.87,-0.0120316783429789,61.4,0.0085413929040736,185.77,0.0156916347730999,171.56,-0.0016294227188081,98.1,0.0025549310168624,90.94,0.0070874861572536,0.0065246439820792,1.0238922361529157,1.159432454115214,5.06,3.76,3.96,1.0
61,183.21,-0.0011993676061712,80.89,0.0094845875452389,63.91,-0.014798828426083,61.51,0.0017915309446254,188.87,0.0166873015018571,174.2,0.0153882023781766,97.99,-0.0011213047910295,91.39,0.0049483175720255,0.0016702044640682,1.0238598868087936,1.159432454115214,5.07,3.77,3.97,1.0
62,183.64,0.0023470334588722,80.4,-0.006057609098776,63.9,-0.000156470035988,62.83,0.0214599252154121,180.14,-0.0462222692857522,175.21,0.0057979334098738,98.08,0.0009184610674559,90.99,-0.0043768464821096,0.0024364866961788,1.0238118347143768,1.159432454115214,5.02,3.76,3.95,1.0
63,181.84,-0.0098017861032453,80.53,0.0016169154228855,64.04,0.002190923317684,62.8,-0.000477478911348,176.89,-0.0180415232596868,175.05,-0.0009131898864219,98.3,0.0022430668841761,90.94,-0.0005495109352675,-0.002522595803848,1.0236431032883817,1.159432454115214,5.02,3.69,3.91,0.0
64,184.23,0.0131434227892652,80.92,0.004842915683596,64.6,0.0087445346658336,63.15,0.0055732484076433,173.86,-0.0171292893888855,172.69,-0.0134818623250501,98.76,0.0046795523906408,90.9,-0.0004398504508466,0.0046357933357336,1.0233807156994503,1.159432454115214,4.92,3.58,3.88,1.0
65,184.87,0.003473918471476,79.84,-0.0133465150766188,62.54,-0.0318885448916408,63.22,0.0011084718923197,166.52,-0.042217876452318,172.07,-0.0035902484220279,98.91,0.0015188335358444,90.69,-0.0023102310231023,-0.0008457082331059,1.0231021855124256,1.159432454115214,4.88,3.52,3.87,0.0
66,187.21,0.0126575431384217,81.89,0.0256763527054106,62.99,0.0071953949472338,63.94,0.0113888010123377,166.35,-0.0010208983905838,172.07,0.0,99.14,0.0023253462743908,91.34,0.007167273128239,0.00744559717153,1.0231028043389232,1.159432454115214,4.73,3.46,3.84,1.0
67,186.81,-0.0021366380001068,82.03,0.0017096104530467,62.07,-0.0146054929353866,64.11,0.0026587425711603,167.98,0.0097986173730086,172.57,0.0029057941535421,99.39,0.0025216865039339,91.32,-0.0002189621195534,0.001225838179914,1.0228929249195908,1.159432454115214,4.75,3.45,3.78,1.0
68,187.13,0.0017129703977303,82.04,0.0001219066195294,63.25,0.0190107942645401,63.86,-0.0038995476524723,172.08,0.0244076675794739,173.75,0.0068378049487165,99.95,0.0056343696548948,91.66,0.0037231712658782,0.0031948675580834,1.022863863994993,1.159432454115214,4.7,3.36,3.73,1.0
